id,text,label
4.262.H,Que nome se dá a um pássaro aleijado? Comdor.,Trocadilho
4.262.N,Que nome se dá a um pássaro aleijado? Infeliz.,Não trocadilho
4.263.H,"Um boi e uma vaca passaram uma noite num motel. Quem pagou? Os dois, fizeram uma vaquinha.",Trocadilho
4.263.N,"Um boi e uma vaca passaram uma noite num motel . Quem é o progenitor? Os dois, fizeram uma vaquinha.",Não trocadilho
4.264.H,Porque é que na escola as loiras desenham sempre florzinhas e coraçõezinhos no caderno? Porque assim decoram a matéria.,Trocadilho
4.264.N,Porque é que na escola as meninas desenham sempre florzinhas e coraçõezinhos no caderno? Porque assim decoram o caderno.,Não trocadilho
4.265.H,Onde é que o mosquito faz as suas orações? Na mosquita.,Trocadilho
4.265.N,Onde é que o mosquito faz as suas orações? Na Igreja.,Não trocadilho
4.266.H,Porque é que os cangurus não pagam propinas? Porque têm bolsa.,Trocadilho
4.266.N,Porque é que os cangurus não querem bolsas? Porque já  têm bolsa.,Não trocadilho
4.267.H,"Quando o ET chegou a casa, a mãe dele vira-se: Limpa os pés que estão cheios de Terra.",Trocadilho
4.267.N,"Quando o menino chegou a casa, a mãe dele vira-se: Limpa os pés que estão cheios de Terra.",Não trocadilho
4.268.H,O que é que a zebra diz ao mosquinho? Estás na minha lista negra!,Trocadilho
4.268.N,O que é que a aranha diz ao mosquinho? Estás na minha lista negra!,Não trocadilho
4.269.H,Qual é o cão mais surpreendente de todos? É o chi-wow-ah!,Trocadilho
4.269.N,Qual é o cão mais surpreendente de todos? É o Bobby!,Não trocadilho
4.270.H,Quanto espaço vai ficar livre na União Europeia depois do Brexit? 1 GB.,Trocadilho
4.270.N,Quanto espaço vai ficar livre na União Europeia depois do Brexit? 1 reino.,Não trocadilho
4.271.H,Já disse ao meu filho que devia comer mais arroz. Mas ele rice disso.,Trocadilho
4.271.N,Já disse ao meu filho que devia comer mais arroz . Mas ele ri-se disso.,Não trocadilho
4.272.H,Como é que o pastor conta as suas vacas? Com uma cow-culadora.,Trocadilho
4.272.N,Como é que o pastor conta as suas vacas? Com uma calculadora.,Não trocadilho
4.273.H,"Chamei ""Migas"" à minha cadela. Assim, sempre que me perguntam se estou sozinho eu respondo que estou com a Migas.",Trocadilho
4.273.N,"Chamei "" Migas "" à minha cadela . Assim, sempre que me perguntam se estou sozinho eu respondo que estou com a minha Migas.",Não trocadilho
4.274.H,Adoro o mel da minha avó. Gosto mesmo d'abelha.,Trocadilho
4.274.N,Adoro o mel da minha avó . Gosto mesmo da velha.,Não trocadilho
4.275.H,Construir um prédio não é fácil... Édifício.,Trocadilho
4.275.N,Construir um prédio não é fácil...É difícil .,Não trocadilho
4.276.H,Uma mulher tropeça e cai em cima de um cão. Qual é o filme? Senta em um dálmata.,Trocadilho
4.276.N,Uma mulher tropeça e cai em cima de um cão . Qual é o filme? Senta em um cão.,Não trocadilho
4.277.H,Como é que os alpinistas se cumprimentam? Cume é que é!,Trocadilho
4.277.N,Como é que os alpinistas se cumprimentam? Como é que é!,Não trocadilho
4.278.H,Quando é que se celebra o Dia Mundial do Desmaio? 10/maio.,Trocadilho
4.278.N,Quando é que se celebra o Dia Mundial do Lúpus? 10 / maio.,Não trocadilho
4.279.H,Hoje preguei um susto a um grupo de tartarugas. Ficaram todos cágados.,Trocadilho
4.279.N,Hoje preguei um susto a um grupo de tartarugas . Ficaram todos assustados.,Não trocadilho
4.280.H,Qual é o animal mais religioso? É o Papa-formigas.,Trocadilho
4.280.N,Qual é o animal mais estranho? É o Papa-formigas.,Não trocadilho
4.281.H,Porque é que a galinha fez um striptease na capoeira? Para chocar os ovos.,Trocadilho
4.281.N,Porque é que a galinha fez um striptease na capoeira? Para chocar os galos.,Não trocadilho
4.283.H,Qual é o carro que consegue transportar mais porcos? É o Nissan na vara.,Trocadilho
4.283.N,Qual é o carro que consegue transportar mais porcos? É o Nissan Qashqai.,Não trocadilho
4.284.H,Porque é que os alemães são tão cavalheiros? Porque são gentealemã.,Trocadilho
4.284.N,Porque é que os alemães são tão cavalheiros? Porque são gentlemans.,Não trocadilho
4.285.H,Chumbei no exame de medicina gastrointestinal. Não estudei uma peida.,Trocadilho
4.285.N,Chumbei no exame de medicina gastrointestinal . Não estudei o sistema digestivo.,Não trocadilho
4.286.H,O que e que os putos hiperativos comem ao pequeno-almoço? Ovos mexidos.,Trocadilho
4.286.N,O que e que os putos comem ao pequeno-almoço? Ovos mexidos.,Não trocadilho
4.287.H,O que diz um ouriço quando entra na casa de banho? Cacheiro!,Trocadilho
4.287.N,O que diz uma pessoa quando entra na casa de banho? Que cheiro!,Não trocadilho
4.288.H,Um homem foi apanhado a roubar um calendário. Apanhou 12 meses.,Trocadilho
4.288.N,Um homem foi apanhado a roubar um carro . Apanhou 12 meses.,Não trocadilho
4.289.H,Porque é que a manteiga não entrou na discoteca? Porque foi barrada.,Trocadilho
4.289.N,Porque é que a rapariga não entrou na discoteca? Porque foi barrada.,Não trocadilho
4.290.H,Como é que o Camões ficou zarolho? A mãe estava a cozinhar e disse-lhe: Luís vou ali à loja. Deita-me aí um olho na comida.,Trocadilho
4.290.N,Como é que o menino ficou zarolho? A mãe estava a cozinhar e disse-lhe: Luís vou ali à loja . Deita-me aí um alho na comida.,Não trocadilho
4.291.H,O que diz um perú quando vê um tubo de cola? Glue! Glue! Glue!,Trocadilho
4.291.N,O que diz um perú quando vê um tubo de saneamento? Glue! Glue! Glue!,Não trocadilho
4.292.H,"Estão dois matemáticos a discutir, vira-se um: Já não conto mais contigo!",Trocadilho
4.292.N,"Estão dois matemáticos a discutir, vira-se um: Já não discuto mais contigo!",Não trocadilho
4.293.H,O que é que os esqueletos usam na cabeça? Um bone.,Trocadilho
4.293.N,O que é que os esqueletos usam na cabeça? Um boné.,Não trocadilho
4.294.H,Encontrei um sapo dentro do meu computador. Agora tenho mais memória-rã.,Trocadilho
4.294.N,Encontrei um sapo dentro do meu computador . Agora tenho mais memória RAM.,Não trocadilho
4.296.H,O que diz um prédio para outro? Tens um andar tão lindo...,Trocadilho
4.296.N,O que diz um actor para outro? Tens um andar tão lindo ...,Não trocadilho
4.297.H,Porque é que os comunistas não gostam de cruzamentos? Porque a direita tem prioridade.,Trocadilho
4.297.N,Porque é que os comunistas não gostam de propriedade privada? Porque ela leva a desigualdades .,Não trocadilho
4.298.H,Qual é o melhor perfume para se usar na praia? Chinel N°5.,Trocadilho
4.298.N,Qual é o melhor perfume para se usar na praia? Chanel N ° 5.,Não trocadilho
4.299.H,A Ester e o Paulo tiveram um filho. Pode-se dizer que o filho deles é 100% Paulyester.,Trocadilho
4.299.N,A Ester e o Paulo tiveram um filho . Pode-se dizer que o filho deles é 100% filho deles.,Não trocadilho
4.300.H,O que está entre os olhos? Uma entrevista.,Trocadilho
4.300.N,O que está entre os olhos? O nariz.,Não trocadilho
4.301.H,Adoro álcool destilado. É que quando está do outro lado eu não consigo beber.,Trocadilho
4.301.N,Detesto álcool puro . É que quando está do outro lado eu não consigo beber.,Não trocadilho
4.302.H,O que é um tério? São dois cemitérios.,Trocadilho
4.302.N,O que é um tério? É uma classe de mamíferos.,Não trocadilho
4.303.H,Vira-se o escorrega para o baloiço: Como os ânus passam depressa...,Trocadilho
4.303.N,Vira-se o escorrega para o baloiço: Como os anos passam depressa ...,Não trocadilho
4.304.H,Qual é a festa que anda aí de boca em boca? É a afta party!,Trocadilho
4.304.N,Qual é a festa que anda aí de boca em boca? É a after party!,Não trocadilho
4.305.H,O que é um fuinho? É um buaquinho na pauede.,Trocadilho
4.305.N,O que é um fuinho? É um animal.,Não trocadilho
4.306.H,Qual é o contrário de skate? Molhei-te.,Trocadilho
4.306.N,Qual é o contrário de sequei-te? Molhei-te.,Não trocadilho
4.307.H,Quanto tempo demora um gelado a derreter? Cerca de um Carte D'Or.,Trocadilho
4.307.N,Quanto tempo demora um gelado a derreter? Cerca de um quarto de hora.,Não trocadilho
4.308.H,"Hoje levantei-me às 6 da manhã para correr. Para correr os cortinados, porque assim o sol não bate na cama e eu posso dormir descansado.",Trocadilho
4.308.N,"Hoje levantei-me às 6 da manhã para correr os cortinados, porque assim o sol não bate na cama e eu posso dormir descansado.",Não trocadilho
4.309.H,Qual é a doença que maata mais insectos? É a insectiSIDA.,Trocadilho
4.309.N,Qual é a doença que mata mais insectos? É a SIDA.,Não trocadilho
4.310.H,O que é que o Quim Barreiros faz antes de andar de avião? O check-Quim.,Trocadilho
4.310.N,O que é que o Quim Barreiros faz antes de andar de avião? O check-in.,Não trocadilho
4.311.H,Porque é que a Torre de Pisa está inclinada? Porque está em itálico.,Trocadilho
4.311.N,Porque é que a escrita está inclinada? Porque está em itálico.,Não trocadilho
4.312.H,Porque é que a mulher do Einstein usa bikini? Porque tem um bom físico.,Trocadilho
4.312.N,Porque é que a mulher do Einstein usa bikini? Porque tem um bom corpo.,Não trocadilho
4.313.H,Já abriu a nova discoteca para gatos. Chama-se Barra-cão.,Trocadilho
4.313.N,Já abriu a nova discoteca . Chama-se Barracão.,Não trocadilho
4.314.H,O que faz um piloto de aviões depois de comer? A rota.,Trocadilho
4.314.N,O que faz um piloto de aviões depois de comer? A sesta.,Não trocadilho
4.315.H,Porque é que a térmita se divorciou? Porque comeu a secretária.,Trocadilho
4.315.N,Porque é que o patrão se divorciou? Porque comeu a secretária.,Não trocadilho
4.316.H,Como é que os sapateiros entram nas piscinas? Fazem um salto.,Trocadilho
4.316.N,Como é que os sapateiros entram nas piscinas? Fazem um mergulho.,Não trocadilho
4.317.H,Como é que se trava um carro desportivo? Coupé.,Trocadilho
4.317.N,Como é que se trava um carro qualquer? Com o travão.,Não trocadilho
4.318.H,Vira-se um guitarrista para um baixista: Então o que fazes aqui por estas bandas?,Trocadilho
4.318.N,Vira-se um guitarrista para um baixista: Então o que fazes aqui por estas paragens?,Não trocadilho
4.319.H,A camaleoa vira-se para o marido: Volta para a camaleão...,Trocadilho
4.319.N,A camaleoa vira-se para o marido: Volta para a sala ...,Não trocadilho
4.320.H,Porque é que a equipa de futebol tem saudades do jogador que foi expulso? Porque é o que faz mais falta.,Trocadilho
4.320.N,Porque é que a equipa de futebol não tem pena do jogador que foi expulso? Porque é o que fez mais faltas.,Não trocadilho
4.321.H,O que é que uma gata com o cio diz aos gatos? Cio later.,Trocadilho
4.321.N,O que é que uma gata com o cio diz aos gatos? Até logo.,Não trocadilho
4.322.H,Qual é a semelhança entre um sapato e uma PlayStation? Ambos são consola.,Trocadilho
4.322.N,Qual é a semelhança entre um Game Boy e uma PlayStation? Ambos são consola.,Não trocadilho
4.323.H,O que diz a mãe bombista quando vai pôr o filho à escola? Lá vai o meu rebento...,Trocadilho
4.323.N,O que diz a mãe quando vai pôr o filho à escola? Lá vai o meu rebento ...,Não trocadilho
4.324.H,Quais são as escadas que demoram mais a subir? São as escadas em caracol.,Trocadilho
4.324.N,Quais são as escadas que demoram mais a subir? São as escadas em pedra.,Não trocadilho
4.325.H,"É tão difícil ser professor de natação... Uma pessoa ensina, ensina, ensina... e o aluno nada!",Trocadilho
4.325.N,"É tão difícil ser professor de natação...Uma pessoa ensina, ensina, ensina...e o aluno não aprende!",Não trocadilho
4.326.H,Porque é que os homens são mais burros ao pé das mulheres? Porque passam de homo sapiens para homo erectus.,Trocadilho
4.326.N,Porque é que os homens são mais burros ao pé das mulheres? Porque passam de homo sapiens para homo australopitecos.,Não trocadilho
4.327.H,Qual é a panela que se usa quando se está triste? Depressão.,Trocadilho
4.327.N,Qual é a panela que se usa quando se está triste? Panela.,Não trocadilho
4.328.H,Porque é que a mulher do Incrível Hulk se divorciou dele? Queria um homem mais maduro.,Trocadilho
4.328.N,Porque é que a mulher do Luís se divorciou dele? Queria um homem mais maduro.,Não trocadilho
4.329.H,"Como é que se diz ""aspirador"" em chinês? Lin Po Po.",Trocadilho
4.329.N,"Como é que se diz "" aspirador "" em chinês? Xīchénqì.",Não trocadilho
4.330.H,Porque é que os bêbados gostam de passar a Ponte 25 de Abril? Porque lá há muito engarrafamento.,Trocadilho
4.330.N,Porque é que os bêbados gostam de passar a Ponte 25 de Abril? Porque lá há muito ar puro.,Não trocadilho
4.331.H,Nunca mais levo a minha serpente à veterinária. Ela cobra muito.,Trocadilho
4.331.N,Nunca mais levo a minha serpente à veterinária . Ela pede muito.,Não trocadilho
4.332.H,"Uma ovelha, um tambor e uma serpente caíram num precipício. Baaa Dum Tsss!",Trocadilho
4.332.N,"Uma ovelha, um tambor e uma serpente caíram num precipício.",Não trocadilho
4.333.H,Em quantas partes se divide o cérebro do homem? Depende da força da pancada.,Trocadilho
4.333.N,Em quantas partes se parte o corpo do homem? Depende da força da pancada.,Não trocadilho
4.334.H,Porque é que na torradeira só cabem duas fatias de pão? Porque são tworradas.,Trocadilho
4.334.N,Porque é que na torradeira só cabem duas fatias de pão? Porque são torradas.,Não trocadilho
4.335.H,O que fazem os triângulos quando estão cansados? Eles sin-cos-tan.,Trocadilho
4.335.N,O que fazem os triângulos quando estão cansados? Dormem.,Não trocadilho
4.336.H,"Hoje davam chuva só para o continente, mas há bocado passei pelo Lidl e também estava a chover.",Trocadilho
4.336.N,"Hoje davam chuva só para o continente, mas há bocado passei pelo Funchal e também estava a chover.",Não trocadilho
4.337.H,Porque é que a mão não pode medir mais do que 31 cm? Porque aí já seria um pé.,Trocadilho
4.337.N,Porque é que a mão não pode medir mais do que 31 cm? Porque aí já seria um remo.,Não trocadilho
4.338.H,Que nome se dá a um hipopótamo a dançar com uma tartaruga? Hip hop tuga.,Trocadilho
4.338.N,Que nome se dá a um hipopótamo a dançar com uma tartaruga? Dançarino.,Não trocadilho
4.339.H,Vendi o meu aspirador. Só estava em casa a apanhar pó.,Trocadilho
4.339.N,Vendi o meu contrabaixo . Só estava em casa a apanhar pó.,Não trocadilho
4.340.H,Que nome se dá a um feto que dá muitos pontapés? Produto interno bruto.,Trocadilho
4.340.N,Que nome se dá a um feto que dá muitos pontapés? Feto agitado.,Não trocadilho
4.341.H,Qual a semelhança entre o Adão e uma alface? O Adão foi o primeiro homem couve.,Trocadilho
4.341.N,Qual a semelhança entre o Adão e um homem? O Adão foi o primeiro homem que houve.,Não trocadilho
4.342.H,Qual é o contrário de menu? Youvestido.,Trocadilho
4.342.N,Qual é o contrário de nu? Vestido.,Não trocadilho
4.343.H,Qual é a nacionalidade de um canalizador de bigode? É um mexe-cano.,Trocadilho
4.343.N,Qual é a nacionalidade de um canalizador de bigode? É um mexicano.,Não trocadilho
4.344.H,O que bebe o Lobo Mau todas as manhãs? Um Capuccino Vermelho.,Trocadilho
4.344.N,O que bebe o Lobo Mau todas as manhãs? Um Capuccino.,Não trocadilho
4.345.H,O que diz um porco quando atende o telemóvel? Tou-cinho?,Trocadilho
4.345.N,O que diz um porco quando atende o telemóvel? Tou?,Não trocadilho
4.346.H,Que nome se dá a alguém que não acredita nas alterações climáticas? Persona non greta.,Trocadilho
4.346.N,Que nome se dá a alguém que não acredita nas alterações climáticas? Pessoa teimosa.,Não trocadilho
4.347.H,Como se chama o homem que monta os presépios? Armando Nascimento de Jesus.,Trocadilho
4.347.N,Como se chama o homem que monta os palcos? Armando Nascimento de Jesus.,Não trocadilho
4.348.H,O que é que os bonecos de neve costumam pôr no leite? Flocos.,Trocadilho
4.348.N,O que é que os bonecos de peluche costumam pôr no leite? Flocos.,Não trocadilho
4.349.H,"Um homem ia-se mandar dum prédio, passa um físico lá em baixo: Não faça isso! Você tem muito potencial!",Trocadilho
4.349.N,"Um homem ia-se mandar dum prédio, passa um senhor lá em baixo: Não faça isso! Você tem muito potencial!",Não trocadilho
4.350.H,Que nome se dá a um divórcio de bananas? Banana-split,Trocadilho
4.350.N,Que nome se dá a uma sobremesa de bananas? Banana-split,Não trocadilho
4.351.H,"Pai Natal, tu róis as unhas? Roo! Roo! Roo!",Trocadilho
4.351.N,"Pai Natal, tu róis as unhas? Quando se aproxima o Natal ...",Não trocadilho
4.352.H,Qual é a diferença entre um boneco de neve e uma boneca de neve? As bolas de neve.,Trocadilho
4.352.N,Qual é a diferença entre um boneco de neve e uma boneca de neve? As roupas de neve.,Não trocadilho
4.353.H,Que nome se dá a um boneco de neve com um sixpack? Abdominável homem das neves.,Trocadilho
4.353.N,Que nome se dá a um boneco de neve com um saco? Abdominável homem das neves.,Não trocadilho
4.354.H,Qual é o chá preferido do Pai Natal? É o chá miné.,Trocadilho
4.354.N,Qual é o chá preferido do Pai Natal? É o chá verde.,Não trocadilho
4.355.H,Qual é o fenómeno meteorológico mais natalício? É a rabanada de vento.,Trocadilho
4.355.N,Qual é o fenómeno meteorológico mais natalício? É a rajada de vento.,Não trocadilho
4.356.H,O Rodolfo adoeceu e o Pai Natal não vai conseguir entregar as prendas. Teve uma insuficiência renal.,Trocadilho
4.356.N,O Rodolfo adoeceu e o Pai Natal não vai conseguir entregar as prendas . Teve uma insuficiência cardíaca .,Não trocadilho
4.357.H,"Era uma vez um gajo que comia tantas belgas, mas tantas belgas, que um dia ficou com o intestino belgado.",Trocadilho
4.357.N,"Era uma vez um gajo que comia tantas belgas, mas tantas belgas, que um dia ficou com o intestino inflamado.",Não trocadilho
4.358.H,Porque é que o pão se despistou? Porque ia embalado.,Trocadilho
4.358.N,Porque é que o carro se despistou? Porque ia embalado.,Não trocadilho
4.359.H,O meu cão e o meu gato fazem anos hoje. Quando os vi eu disse: Cãogatolations!,Trocadilho
4.359.N,O meu cão e o meu gato fazem anos hoje . Quando os vi eu disse: Parabéns!,Não trocadilho
4.360.H,Porque é que o panado se divorciou? Porque a mulher não servia panada.,Trocadilho
4.360.N,Porque é que o Pedro se divorciou? Porque a mulher não servia para nada.,Não trocadilho
4.361.H,O que é que o mosqueteiro diz à mosqueteira antes de fazerem amor? Hoje vou dartacão.,Trocadilho
4.361.N,O que é que o mosqueteiro diz à mosqueteira antes de fazerem amor? Hoje vou te amar.,Não trocadilho
4.362.H,"Uma família estava perdida no deserto há mais de dois meses, até que encontraram um rio onde todos tomaram banho, exceto a avó. Qual é o filme? A avó tá imunda há 80 dias.",Trocadilho
4.362.N,"Uma família estava perdida no deserto há mais de dois meses, até que encontraram um rio onde todos tomaram banho, exceto a avó . Qual é o problema? A avó precisa de ajuda.",Não trocadilho
4.363.H,O que é que a tinta faz nos dias de chuva? Fica no choco.,Trocadilho
4.363.N,O que é que a Ana faz nos dias de chuva? Fica em casa.,Não trocadilho
4.365.H,"Como é que se diz ""naufrágio"" em chinês? Chin chau lan cha.",Trocadilho
4.365.N,"Como é que se diz "" naufrágio "" em chinês? Help.",Não trocadilho
4.366.H,"Porque é que o Mozart se livrou das suas galinhas? Porque elas só diziam ""Bach! Bach! Bach!""",Trocadilho
4.366.N,"Porque é que o Mozart se livrou das suas galinhas? Porque elas só diziam "" Có! Có-ró! Có! """,Não trocadilho
4.367.H,Porque é que a Branca de Neve desmaiou ao comer a maçã? Apanhou sidra.,Trocadilho
4.367.N,Porque é que a Branca de Neve desmaiou ao comer a maçã? Apanhou uma indigestão.,Não trocadilho
4.368.H,Qual é o carro preferido dos mitras? É o Renault La Guna.,Trocadilho
4.368.N,Qual é o carro preferido dos franceses? É o Renault La Guna.,Não trocadilho
4.369.H,Qual é o estilo de música preferido dos camelos? Bossa nova.,Trocadilho
4.369.N,Qual é o estilo de música preferido dos brasileiros? Bossa nova.,Não trocadilho
4.370.H,"É boa ideia comprar um relógio em forma de peixe? Não, é uma perca de tempo.",Trocadilho
4.370.N,"É boa ideia comprar um relógio em forma de peixe? Não, é um gasto de tempo.",Não trocadilho
4.371.H,A tua mãe é como a luz da TV. Está todo o dia acesa.,Trocadilho
4.371.N,A tua mãe é como a luz da TV . Está todo o dia apagada.,Não trocadilho
4.372.H,Porque é que as piadas nunca assistem na sueca? Porque estão secas.,Trocadilho
4.372.N,Porque é que as pessoas nunca assistem na sueca? Porque estão secas.,Não trocadilho
4.373.H,Qual é a cantora preferida dos cirurgiões? É a Anestesia.,Trocadilho
4.373.N,Qual é a cantora preferida dos cirurgiões? É a Anastácia.,Não trocadilho
4.374.H,Porque é que na Polónia ninguém se perde? Porque lá há muitas polacas.,Trocadilho
4.374.N,Porque é que na Polónia ninguém se perde? Porque lá há muita sinalização.,Não trocadilho
4.375.H,Como envergonhas um arqueólogo? Dás-lhe um tampão e perguntas de que período data.,Trocadilho
4.375.N,Como envergonhas um arqueólogo? Dás-lhe um pedragulho e perguntas de que período data.,Não trocadilho
4.376.H,"Havia uma mulher tão bonita, tão bonita, que uma vez foi a um concurso de cus e ganhou de caras.",Trocadilho
4.376.N,"Havia uma mulher tão bonita, tão bonita, que uma vez foi a um concurso de beleza e ganhou de caras.",Não trocadilho
4.377.H,"Qual é o carro preferido das pitas? É o Fiat, tipo.",Trocadilho
4.377.N,"Qual é o carro preferido das raparigas? É o Fiat, tipo.",Não trocadilho
4.378.H,"Se eu comer um instrumento musical na Austrália, ele é didjeridu no estômago?",Trocadilho
4.378.N,"Se eu comer um instrumento musical na Austrália, ele é digerido no estômago?",Não trocadilho
4.379.H,Que nome se dá à claque da Pescanova? Ultra congelados.,Trocadilho
4.379.N,Que nome se dá à claque do Valência? Ultra Yomus.,Não trocadilho
4.380.H,Qual é o prato prefeiro da Xana? Toc Toc.,Trocadilho
4.380.N,Qual é o prato prefeiro da Xana? Arroz de pato.,Não trocadilho
4.381.H,O que acontece quando metes um tomate no micro-ondas? Entalas o outro.,Trocadilho
4.381.N,O que acontece quando metes um tomate no micro-ondas? Estraga o molho.,Não trocadilho
4.382.H,Porque é que o motociclista chegou atrasado ao trabalho? Porque saiu de casa motard.,Trocadilho
4.382.N,Porque é que o motociclista chegou atrasado ao trabalho? Porque saiu de casa tarde.,Não trocadilho
4.383.H,Qual é a oração mais fofinha do Papa Francisco? É a Xicoração.,Trocadilho
4.383.N,Qual é a oração mais fofinha do Papa Francisco? É a Ave-maria.,Não trocadilho
4.384.H,"Como é que se diz ""amante"" em indiano? Nova deli.",Trocadilho
4.384.N,"Como é que se diz "" amante "" em inglês? Lover.",Não trocadilho
4.385.H,"Dois gémeos foram presos por homicídio, mas passado um tempo libertaram o que estava mais gordo. Porque o que não mata, engorda.",Trocadilho
4.385.N,"Dois gémeos foram presos por homicídio, mas passado um tempo libertaram o que estava mais gordo . Porque o irmão confessou.",Não trocadilho
4.386.H,Um homem vai ao Jumbo e compra 11 coisas. Qual é o filme? Auchan's eleven.,Trocadilho
4.386.N,Um homem vai ao Jumbo e compra 11 coisas . Qual é o filme? Ocean's eleven.,Não trocadilho
4.387.H,Foi lançada uma nova manteiga com sabor a merda. Chama-se Flora Intestinal.,Trocadilho
4.387.N,Foi lançada uma nova manteiga com sabor a margarina . Chama-se Flora Margarina.,Não trocadilho
4.388.H,Hoje passei por uma família de cães na rua. Foi ali em Family-cão.,Trocadilho
4.388.N,Hoje passei por uma família de cães na rua . Foi ali em Famalicão.,Não trocadilho
4.389.H,Qual é a semelhança entre um careca e o Museu do Louvre? Ambos têm a Mona Lisa.,Trocadilho
4.389.N,Qual é a semelhança entre o da Vinci e o Museu do Louvre? Ambos têm a Mona Lisa.,Não trocadilho
4.390.H,"Estão dois bifes na frigideira, vira-se um: e estava mal passado.",Trocadilho
4.390.N,"Estão dois bifes na frigideira, vira-se um: que estava mal passado.",Não trocadilho
4.391.H,"Eu não costumava ter jeito nenhum com as mulheres estrangeiras, mas desde que parti a perna que ando com duas canadianas.",Trocadilho
4.391.N,"Eu não costumava ter jeito nenhum com as minhas mãos, mas desde que parti a perna que ando com duas canadianas.",Não trocadilho
4.392.H,NOTÍCIA DE ÚLTIMA HORA: Um camião carregado de Viagra despistou-se no IC19. A fila não pára de crescer.,Trocadilho
4.392.N,NOTÍCIA DE ÚLTIMA HORA: Um camião carregado de tijolos despistou-se no IC19 . A fila não pára de crescer.,Não trocadilho
4.393.H,Cera. É uma palavra que fica no ouvido.,Trocadilho
4.393.N,Catita . É uma palavra que fica no ouvido.,Não trocadilho
4.394.H,Porque é que os elefantes não praticam boxe? Porque têm medo de levar nas trombas.,Trocadilho
4.394.N,Porque é que os elefantes não praticam boxe? Porque têm medo de se magoar.,Não trocadilho
4.395.H,"Como é que o Simba perdeu a virgindade? Foi lá o Timon, e pumba!",Trocadilho
4.395.N,Como é que o Simba perdeu a carteira? Foi o Timon e o pumba!,Não trocadilho
4.396.H,Com o que é que os dinossauros enchem o depósito? Com combustível fóssil.,Trocadilho
4.396.N,Com o que é que os dinossauros enchem o depósito? Com gasolina.,Não trocadilho
4.397.H,Porque é que os portugueses emigram para o Canadá? Porque cánadá.,Trocadilho
4.397.N,Porque é que os portugueses emigram para o Canadá? Porque querem.,Não trocadilho
4.398.H,"Era um vez um esquilo tão pequeno, tão pequeno, que em vez de chamar esquilo, chamava-se esgrama.",Trocadilho
4.398.N,"Era um vez um esquilo tão pequeno, tão pequeno, que em vez de chamar esquilo, chamava-se esquilinho.",Não trocadilho
4.399.H,Hoje vi o Jorge Jesus num anúncio de detergentes em que ele dizia: Este é o melhor detergente que tenho Tide!,Trocadilho
4.399.N,Hoje vi o Jorge Jesus num anúncio de detergentes em que ele dizia: Este é o melhor detergente que tenho!,Não trocadilho
4.400.H,Que nome se dá a um professor com os dentes grandes? Ca-stor.,Trocadilho
4.400.N,Que nome se dá a um professor com os dentes grandes? Professor.,Não trocadilho
4.401.H,Vira-se uma almofada para outra: Hoje estás cá com uma fronha!,Trocadilho
4.401.N,Vira-se uma amiga para outra: Hoje estás cá com uma fronha!,Não trocadilho
4.402.H,Encontrei um casaco caído ao pé do meu carro. Era uma parka de estacionamento.,Trocadilho
4.402.N,Encontrei um casaco caído ao pé do meu carro . Era uma parka de chuva.,Não trocadilho
4.403.H,Um casal está num carro e de repente a mulher desaparece. O que aconteceu? Brochedo.,Trocadilho
4.403.N,Um casal está num carro e de repente a mulher desaparece . O que aconteceu? Magia.,Não trocadilho
4.404.H,O que são duas cenouras a discutir? Poluição cenora.,Trocadilho
4.404.N,O que são duas cenouras a discutir? Poluição sonora.,Não trocadilho
4.405.H,Porque é que o bode está à porta da quinta? Está à espera cabra.,Trocadilho
4.405.N,Porque é que o bode está à porta da quinta? Está à espera que abra.,Não trocadilho
4.406.H,Um cigano poupou dinheiro para comprar um presente à mulher. A isto chama-se economia para lela.,Trocadilho
4.406.N,Um cigano poupou dinheiro para comprar um presente à mulher . A isto chama-se economia por objetivo.,Não trocadilho
4.407.H,Que nome se dá a um árabe fofinho? Al-catifa.,Trocadilho
4.407.N,Que nome se dá a um tapete fofinho? Alcatifa.,Não trocadilho
4.408.H,Qual é o melhor ar para curar doenças? O ar comprimido.,Trocadilho
4.408.N,Qual é o melhor ar para curar doenças? O ar puro.,Não trocadilho
4.409.H,Como é que as galinhas vendem droga? Pó! Pó! Pó! Pó! Pó! Pó! Pó! Pó!,Trocadilho
4.409.N,Como é que as pessoas vendem droga? Pó! Pó! Pó! Pó! Pó! Pó! Pó! Pó!,Não trocadilho
4.410.H,Ontem apanhei um homem verde gigante a assaltar-me a casa. Virei-me para ele e disse: Hulk julgas que estás a fazer?!,Trocadilho
4.410.N,Ontem apanhei um homem verde gigante a assaltar-me a casa . Virei-me para ele e disse: O que julgas que estás a fazer?!,Não trocadilho
4.411.H,Alpinistas? Há por aí aos montes.,Trocadilho
4.411.N,Alpinistas? Há por aí nos montes.,Não trocadilho
4.412.H,Porque é que o computador não pára de espirrar? Porque apanhou um vírus.,Trocadilho
4.412.N,Porque é que o computador não pára de avariar? Porque apanhou um vírus.,Não trocadilho
4.413.H,A minha mulher surda trocou-me por outro homem. Devia ter percebido os sinais...,Trocadilho
4.413.N,A minha mulher surda trocou-me por outro homem . Devia ter percebido os avisos ...,Não trocadilho
4.414.H,Porque é que o Justin Bieber passa tanto tempo a ver os vídeos de quando era criança? Porque recordar é Bieber.,Trocadilho
